"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 19 19:05:31 IST 2023","Wed Apr 19 19:06:04 IST 2023","33923","chrome","UiBasicTest.spec.js","","","","@Web Page Object Test",""
